step,ntoken,cache_len_before,n_new,phase,latency_ms,kv_valid_mib
0,512,0,512,prefill,1536.641,14.0
1,513,512,1,decode,54.18,14.027
2,514,513,1,decode,54.048,14.055
3,515,514,1,decode,54.067,14.082
4,516,515,1,decode,54.054,14.109
5,517,516,1,decode,54.084,14.137
6,518,517,1,decode,54.138,14.164
7,519,518,1,decode,54.032,14.191
8,520,519,1,decode,54.083,14.219
9,521,520,1,decode,54.087,14.246
10,522,521,1,decode,54.097,14.273
11,523,522,1,decode,54.088,14.301
12,524,523,1,decode,54.067,14.328
13,525,524,1,decode,54.184,14.355
14,526,525,1,decode,54.076,14.383
15,527,526,1,decode,54.113,14.41
16,528,527,1,decode,54.087,14.438
17,529,528,1,decode,54.126,14.465
18,530,529,1,decode,54.078,14.492
19,531,530,1,decode,54.179,14.52
20,532,531,1,decode,54.11,14.547
21,533,532,1,decode,54.156,14.574
22,534,533,1,decode,54.197,14.602
23,535,534,1,decode,54.152,14.629
24,536,535,1,decode,54.218,14.656
25,537,536,1,decode,54.168,14.684
26,538,537,1,decode,54.177,14.711
27,539,538,1,decode,54.25,14.738
28,540,539,1,decode,54.162,14.766
29,541,540,1,decode,54.166,14.793
30,542,541,1,decode,54.176,14.82
31,543,542,1,decode,54.236,14.848
32,544,543,1,decode,54.206,14.875
33,545,544,1,decode,54.165,14.902
34,546,545,1,decode,54.158,14.93
35,547,546,1,decode,54.142,14.957
36,548,547,1,decode,54.246,14.984
37,549,548,1,decode,54.245,15.012
38,550,549,1,decode,54.233,15.039
39,551,550,1,decode,54.197,15.066
40,552,551,1,decode,54.198,15.094
41,553,552,1,decode,54.181,15.121
42,554,553,1,decode,54.175,15.148
43,555,554,1,decode,54.164,15.176
44,556,555,1,decode,54.227,15.203
45,557,556,1,decode,54.192,15.23
46,558,557,1,decode,54.212,15.258
47,559,558,1,decode,54.176,15.285
48,560,559,1,decode,54.199,15.312
49,561,560,1,decode,54.173,15.34
50,562,561,1,decode,54.208,15.367
51,563,562,1,decode,54.253,15.395
52,564,563,1,decode,54.185,15.422
53,565,564,1,decode,54.239,15.449
54,566,565,1,decode,54.242,15.477
55,567,566,1,decode,54.204,15.504
56,568,567,1,decode,54.226,15.531
57,569,568,1,decode,54.21,15.559
58,570,569,1,decode,54.222,15.586
59,571,570,1,decode,54.249,15.613
60,572,571,1,decode,54.258,15.641
61,573,572,1,decode,54.212,15.668
62,574,573,1,decode,54.237,15.695
63,575,574,1,decode,54.237,15.723
64,576,575,1,decode,54.278,15.75
65,577,576,1,decode,54.205,15.777
66,578,577,1,decode,54.22,15.805
67,579,578,1,decode,54.257,15.832
68,580,579,1,decode,54.244,15.859
69,581,580,1,decode,54.247,15.887
70,582,581,1,decode,54.288,15.914
71,583,582,1,decode,54.285,15.941
72,584,583,1,decode,54.249,15.969
73,585,584,1,decode,54.225,15.996
74,586,585,1,decode,54.334,16.023
75,587,586,1,decode,54.28,16.051
76,588,587,1,decode,54.349,16.078
77,589,588,1,decode,54.239,16.105
78,590,589,1,decode,54.253,16.133
79,591,590,1,decode,54.293,16.16
80,592,591,1,decode,54.339,16.188
81,593,592,1,decode,54.3,16.215
82,594,593,1,decode,54.235,16.242
83,595,594,1,decode,54.239,16.27
84,596,595,1,decode,54.291,16.297
85,597,596,1,decode,54.296,16.324
86,598,597,1,decode,54.58,16.352
87,599,598,1,decode,56.063,16.379
88,600,599,1,decode,56.03,16.406
89,601,600,1,decode,55.339,16.434
90,602,601,1,decode,54.652,16.461
91,603,602,1,decode,54.312,16.488
92,604,603,1,decode,54.359,16.516
93,605,604,1,decode,54.35,16.543
94,606,605,1,decode,54.353,16.57
95,607,606,1,decode,55.685,16.598
96,608,607,1,decode,54.355,16.625
97,609,608,1,decode,54.294,16.652
98,610,609,1,decode,54.31,16.68
99,611,610,1,decode,55.394,16.707
100,612,611,1,decode,55.366,16.734
101,613,612,1,decode,54.449,16.762
102,614,613,1,decode,54.437,16.789
103,615,614,1,decode,54.345,16.816
104,616,615,1,decode,54.333,16.844
105,617,616,1,decode,54.321,16.871
106,618,617,1,decode,54.384,16.898
107,619,618,1,decode,54.33,16.926
108,620,619,1,decode,54.368,16.953
109,621,620,1,decode,54.364,16.98
110,622,621,1,decode,54.34,17.008
111,623,622,1,decode,54.376,17.035
112,624,623,1,decode,54.361,17.062
113,625,624,1,decode,54.321,17.09
114,626,625,1,decode,54.341,17.117
115,627,626,1,decode,54.341,17.145
116,628,627,1,decode,54.306,17.172
117,629,628,1,decode,54.345,17.199
118,630,629,1,decode,54.768,17.227
119,631,630,1,decode,57.435,17.254
120,632,631,1,decode,58.181,17.281
121,633,632,1,decode,55.622,17.309
122,634,633,1,decode,54.722,17.336
123,635,634,1,decode,54.463,17.363
124,636,635,1,decode,54.396,17.391
125,637,636,1,decode,54.401,17.418
126,638,637,1,decode,54.457,17.445
127,639,638,1,decode,54.493,17.473
128,640,639,1,decode,54.367,17.5
