step,ntoken,cache_len_before,n_new,phase,latency_ms,kv_valid_mib
0,64,0,64,prefill,226.798,1.75
1,65,64,1,decode,55.127,1.777
2,66,65,1,decode,54.805,1.805
3,67,66,1,decode,54.664,1.832
4,68,67,1,decode,54.668,1.859
5,69,68,1,decode,54.612,1.887
6,70,69,1,decode,54.603,1.914
7,71,70,1,decode,54.595,1.941
8,72,71,1,decode,54.538,1.969
9,73,72,1,decode,54.599,1.996
10,74,73,1,decode,54.771,2.023
11,75,74,1,decode,54.846,2.051
12,76,75,1,decode,54.683,2.078
13,77,76,1,decode,54.618,2.105
14,78,77,1,decode,54.831,2.133
15,79,78,1,decode,54.854,2.16
16,80,79,1,decode,54.766,2.188
17,81,80,1,decode,54.665,2.215
18,82,81,1,decode,55.528,2.242
19,83,82,1,decode,56.194,2.27
20,84,83,1,decode,55.538,2.297
21,85,84,1,decode,54.925,2.324
22,86,85,1,decode,54.868,2.352
23,87,86,1,decode,54.946,2.379
24,88,87,1,decode,54.797,2.406
25,89,88,1,decode,54.716,2.434
26,90,89,1,decode,54.737,2.461
27,91,90,1,decode,54.667,2.488
28,92,91,1,decode,54.669,2.516
29,93,92,1,decode,54.622,2.543
30,94,93,1,decode,54.686,2.57
31,95,94,1,decode,54.734,2.598
32,96,95,1,decode,54.665,2.625
33,97,96,1,decode,54.807,2.652
34,98,97,1,decode,54.692,2.68
35,99,98,1,decode,54.75,2.707
36,100,99,1,decode,54.725,2.734
37,101,100,1,decode,54.636,2.762
38,102,101,1,decode,55.782,2.789
39,103,102,1,decode,56.258,2.816
40,104,103,1,decode,55.829,2.844
41,105,104,1,decode,56.212,2.871
42,106,105,1,decode,55.789,2.898
43,107,106,1,decode,54.877,2.926
44,108,107,1,decode,54.757,2.953
45,109,108,1,decode,54.82,2.98
46,110,109,1,decode,54.813,3.008
47,111,110,1,decode,54.904,3.035
48,112,111,1,decode,55.007,3.062
49,113,112,1,decode,54.771,3.09
50,114,113,1,decode,54.779,3.117
51,115,114,1,decode,54.791,3.145
52,116,115,1,decode,54.715,3.172
53,117,116,1,decode,55.416,3.199
54,118,117,1,decode,56.02,3.227
55,119,118,1,decode,55.74,3.254
56,120,119,1,decode,54.904,3.281
57,121,120,1,decode,54.766,3.309
58,122,121,1,decode,56.055,3.336
59,123,122,1,decode,54.855,3.363
60,124,123,1,decode,54.816,3.391
61,125,124,1,decode,54.798,3.418
62,126,125,1,decode,54.8,3.445
63,127,126,1,decode,54.789,3.473
64,128,127,1,decode,54.788,3.5
65,129,128,1,decode,54.749,3.527
66,130,129,1,decode,54.766,3.555
67,131,130,1,decode,54.815,3.582
68,132,131,1,decode,54.759,3.609
69,133,132,1,decode,54.8,3.637
70,134,133,1,decode,54.791,3.664
71,135,134,1,decode,54.773,3.691
72,136,135,1,decode,54.768,3.719
73,137,136,1,decode,54.839,3.746
74,138,137,1,decode,54.731,3.773
75,139,138,1,decode,54.727,3.801
76,140,139,1,decode,54.777,3.828
77,141,140,1,decode,54.774,3.855
78,142,141,1,decode,54.758,3.883
79,143,142,1,decode,54.875,3.91
80,144,143,1,decode,54.775,3.938
81,145,144,1,decode,55.524,3.965
82,146,145,1,decode,56.599,3.992
83,147,146,1,decode,56.538,4.02
84,148,147,1,decode,56.973,4.047
85,149,148,1,decode,56.354,4.074
86,150,149,1,decode,57.138,4.102
87,151,150,1,decode,57.133,4.129
88,152,151,1,decode,55.073,4.156
89,153,152,1,decode,54.92,4.184
90,154,153,1,decode,54.887,4.211
91,155,154,1,decode,55.073,4.238
92,156,155,1,decode,54.904,4.266
93,157,156,1,decode,54.92,4.293
94,158,157,1,decode,54.854,4.32
95,159,158,1,decode,54.879,4.348
96,160,159,1,decode,54.895,4.375
97,161,160,1,decode,54.853,4.402
98,162,161,1,decode,54.845,4.43
99,163,162,1,decode,54.871,4.457
100,164,163,1,decode,54.845,4.484
101,165,164,1,decode,54.769,4.512
102,166,165,1,decode,54.785,4.539
103,167,166,1,decode,54.785,4.566
104,168,167,1,decode,54.792,4.594
105,169,168,1,decode,54.738,4.621
106,170,169,1,decode,54.801,4.648
107,171,170,1,decode,54.82,4.676
108,172,171,1,decode,54.751,4.703
109,173,172,1,decode,55.916,4.73
110,174,173,1,decode,56.363,4.758
111,175,174,1,decode,55.77,4.785
112,176,175,1,decode,56.411,4.812
113,177,176,1,decode,56.127,4.84
114,178,177,1,decode,56.286,4.867
115,179,178,1,decode,55.404,4.895
116,180,179,1,decode,54.9,4.922
117,181,180,1,decode,54.815,4.949
118,182,181,1,decode,54.865,4.977
119,183,182,1,decode,54.859,5.004
120,184,183,1,decode,54.852,5.031
121,185,184,1,decode,54.817,5.059
122,186,185,1,decode,54.809,5.086
123,187,186,1,decode,54.852,5.113
124,188,187,1,decode,54.81,5.141
125,189,188,1,decode,54.803,5.168
126,190,189,1,decode,55.652,5.195
127,191,190,1,decode,54.956,5.223
128,192,191,1,decode,54.929,5.25
